review,summary,rating,sentiment,cleaned_review
"buy 1 size up from yours. bra looks great and feels very supportive, very firm, pretty lace, keeps bosom from being too bouncy, quite a bit like a push up bra. very fast shipping. bra is a little too warm for my taste, some synthetic materials, but it looks very nice.",runs small,3.0,neutral,buy size up from yours bra looks great and feels very supportive very firm pretty lace keeps bosom from being too bouncy quite a bit like a push up bra very fast shipping bra is a little too warm for my taste some synthetic materials but it looks very nice
Cute heels that fit to size. The only thing is that the back part of the strap rubbed against my ankle and caused a blister. They're average in comfort...,"Cute, but hurts",3.0,neutral,cute heels that fit to size the only thing is that the back part of the strap rubbed against my ankle and caused a blister theyre average in comfort
"Ended up sending these back, i love the shape and heighth of the boot, but the heel is very fake looking and the color is an obscure brown, not tan and not brown....",Just okay,2.0,negative,ended up sending these back i love the shape and heighth of the boot but the heel is very fake looking and the color is an obscure brown not tan and not brown
"The shirt that started my love affair with Allegra k. Very cute, fit well and the small was true to size for me. Just barely came down below my bum, but I'm 5 foot 8.",It's lovely and can't beat the price!,5.0,positive,the shirt that started my love affair with allegra k very cute fit well and the small was true to size for me just barely came down below my bum but im foot
Great cotton large sock.  It is always hard to find my size.  Amazon can find my large size in most things.,Perfect Large Sock,5.0,positive,great cotton large sock it is always hard to find my size amazon can find my large size in most things
"I am addicted to reef sandals. I buy new pairs at least once a year. These were exactly what I wanted, cheaper than at my local retail store and arrived within the stated timeline. Happy camper.",&#9825; Reef&#9825;,5.0,positive,i am addicted to reef sandals i buy new pairs at least once a year these were exactly what i wanted cheaper than at my local retail store and arrived within the stated timeline happy camper
"You get what you pay for.  If you are taking a chance on this like I did, please go up a size and  dry on low because, believe me it will shrink majorly!",Cheap,2.0,negative,you get what you pay for if you are taking a chance on this like i did please go up a size and dry on low because believe me it will shrink majorly
"This costume is a cute costume, but very sexy. You would definitely not wear this to a kids party! I ordered the small because I normally wear a size 4 in women's clothing...I'm not a junior size. I think this costume is more sized for teenagers because it was very small. The skirt looked like a child size, I would have to wear something underneath it. The bustier is good quality, but the cup size is too small for me, I have to return it because I am busting out of the top and I wear a 34D. Overall the costume is nice, but it just didn't fit me.",Sexy costume,3.0,neutral,this costume is a cute costume but very sexy you would definitely not wear this to a kids party i ordered the small because i normally wear a size in womens clothingim not a junior size i think this costume is more sized for teenagers because it was very small the skirt looked like a child size i would have to wear something underneath it the bustier is good quality but the cup size is too small for me i have to return it because i am busting out of the top and i wear a d overall the costume is nice but it just didnt fit me
"Other reviews commented on the cut being too small.  I'm a curvy, full figured gal and I found that the cut was perfect in the arms and chest but too tight in the stomach.  The length was great, so that's a plus. If you are lucky enough not to have extra padding around your mid section, this will fit you great! : )",Not Bad,3.0,neutral,other reviews commented on the cut being too small im a curvy full figured gal and i found that the cut was perfect in the arms and chest but too tight in the stomach the length was great so thats a plus if you are lucky enough not to have extra padding around your mid section this will fit you great
"That's how long it took me to decide to return these after I wore them. Considering these were $24 just for one pair, I was expecting luxury and comforting underwear and a more sensual fit. I was wrong. It may just be me, but I personally do not like them.",7 seconds,2.0,negative,thats how long it took me to decide to return these after i wore them considering these were just for one pair i was expecting luxury and comforting underwear and a more sensual fit i was wrong it may just be me but i personally do not like them
I've worn this for a few weeks and the crystal ball is already fading and loosing it's shine. Don't think I will buy again.,Would not last,2.0,negative,ive worn this for a few weeks and the crystal ball is already fading and loosing its shine dont think i will buy again
Bought them for my Mom 'cause she said she could not find this size where she lives.  She wears them only for church as I ordered the heels about a 1/2 inch higher than she wanted.  She wears them anyway.,Mother loves them.,5.0,positive,bought them for my mom cause she said she could not find this size where she lives she wears them only for church as i ordered the heels about a inch higher than she wanted she wears them anyway
I actually don't dislike the style of the shoe but it does run very large.  Would have returned for a smaller size but after it was delivered I went into the hospital for a kidney transplant unexpectedly and by the time I was able to attend to it the return time expired.  I think it should have been listed as running large or at least if you fall in between sizes then size down.  Very disappointed.,Should not be expiration time,2.0,negative,i actually dont dislike the style of the shoe but it does run very large would have returned for a smaller size but after it was delivered i went into the hospital for a kidney transplant unexpectedly and by the time i was able to attend to it the return time expired i think it should have been listed as running large or at least if you fall in between sizes then size down very disappointed
"I really like this watch! It was perfect to pair with fun summery outfits during the warmer months, and even now I like to wear it when I can. I would have given it 5 stars, but when it arrived, it didn't work at all. I thought it just needed new batteries, but it turned out it had to be completely cleaned out. Luckily the guy who sold me the batteries was able to do the cleaning for a reasonable price, but if he hadn't told me, I never would have known how to fix it myself.","Great watch, but arrived broken",3.0,neutral,i really like this watch it was perfect to pair with fun summery outfits during the warmer months and even now i like to wear it when i can i would have given it stars but when it arrived it didnt work at all i thought it just needed new batteries but it turned out it had to be completely cleaned out luckily the guy who sold me the batteries was able to do the cleaning for a reasonable price but if he hadnt told me i never would have known how to fix it myself
"These pants run pretty big. I bought the XL and they get pretty stretched out. They are also pretty see through, I wear them as leggings under dresses. I would never wear on their own.",Run Big,3.0,neutral,these pants run pretty big i bought the xl and they get pretty stretched out they are also pretty see through i wear them as leggings under dresses i would never wear on their own
"might be ok, if it would fit.  the cups seem fine, but the band size is way too small.  I normally wear a 42 and even the 44 here is too small.  Also the straps are stupidly sewn.  The cushion ends at the top of your shoulder.  Needs to have wide strap go down the back and the seam somewhere mid back.",Runs 2 sizes too small.,1.0,negative,might be ok if it would fit the cups seem fine but the band size is way too small i normally wear a and even the here is too small also the straps are stupidly sewn the cushion ends at the top of your shoulder needs to have wide strap go down the back and the seam somewhere mid back
These shoes feel cheap and they fit one size too big. They are very light and comfortable but not nice looking.,Not true to size,1.0,negative,these shoes feel cheap and they fit one size too big they are very light and comfortable but not nice looking
This wasn't even recognizable as a camera....not worth a penny. Looked ugly and cheap. Don't waste your money on this junk,Cheap and didn't look like camera,1.0,negative,this wasnt even recognizable as a cameranot worth a penny looked ugly and cheap dont waste your money on this junk
"I wear my high-top chucks until they have holes everywhere so I know my size and style.  These were cheaper than the chucks on the converse website so I took a chance and am happy that I did.  They are the same ones I get every time, perfect size, perfect fit.  They are just as comfy as always, needing only one double-socked wear to break them in.  I love them. &#9829;",Exactly what I wanted.,5.0,positive,i wear my hightop chucks until they have holes everywhere so i know my size and style these were cheaper than the chucks on the converse website so i took a chance and am happy that i did they are the same ones i get every time perfect size perfect fit they are just as comfy as always needing only one doublesocked wear to break them in i love them
Not the same as what's pictured... still okay though. Larger than expected and chains dont connect up top like pictured.,not exactly....,3.0,neutral,not the same as whats pictured still okay though larger than expected and chains dont connect up top like pictured
Love these boy shorts. Fit me beautifully. I am a size 10 closer to an size 8 and find these panties wonderful. They even seem to keep their shape after wash and wear a couple of times thus far. Would buy again!,Very comfy! Nice fit!,5.0,positive,love these boy shorts fit me beautifully i am a size closer to an size and find these panties wonderful they even seem to keep their shape after wash and wear a couple of times thus far would buy again
The picture makes them look much better than they are. They looked like childrens earrings. Was not very happy with them.,They were very cheap looking,3.0,neutral,the picture makes them look much better than they are they looked like childrens earrings was not very happy with them
"I was tempted to rate this fit as &#34;somewhat big&#34;, not because of they are loose necessarily but because they're just bigger than what I was expecting in general. I went with &#34;as expected&#34; becuase they are snug the way I like (32 waist), but the waistband rises fairly high and the legs drop fairly low. Not my style.",Not gonna send them back.,3.0,neutral,i was tempted to rate this fit as somewhat big not because of they are loose necessarily but because theyre just bigger than what i was expecting in general i went with as expected becuase they are snug the way i like waist but the waistband rises fairly high and the legs drop fairly low not my style
This cleaner doesnt work at all.  I had to go buy the silver polish that is a paste and use that instead.,Doesnt work,1.0,negative,this cleaner doesnt work at all i had to go buy the silver polish that is a paste and use that instead
It is just what I expected for the low price. Adjustable with a plastic piece. It was for a Halloween costume and was perfect.,Cheap bow tie,3.0,neutral,it is just what i expected for the low price adjustable with a plastic piece it was for a halloween costume and was perfect
"I loved the watch.  It worked great, and still does, but the band turned green after three months.  I tried every cleaner imaginable and nothing worked to fix it.  I would to buy a white one again, although I would buy the watch again, just in a different color.",loved the watch but it turned green,3.0,neutral,i loved the watch it worked great and still does but the band turned green after three months i tried every cleaner imaginable and nothing worked to fix it i would to buy a white one again although i would buy the watch again just in a different color
"I'm a 40 DD and always wear underwire. Currently I am in the last week of radiation treatment for breast cancer and my skin is very irritated in that area. Since I'm also still working,  I needed a very soft, comfortable bra that shapes and supports enough throughout the day. I've tried several different options and finally found the solution in this bra. I just ordered another, because I am sure I will continue wearing it even after my treatment is over.",Great support without underwire,5.0,positive,im a dd and always wear underwire currently i am in the last week of radiation treatment for breast cancer and my skin is very irritated in that area since im also still working i needed a very soft comfortable bra that shapes and supports enough throughout the day ive tried several different options and finally found the solution in this bra i just ordered another because i am sure i will continue wearing it even after my treatment is over
"These shoes are just adorable!  I normally wear a 6 in open toed shoes and these were no exception. Buy them, you won't be sorry!!",One word...Love!,5.0,positive,these shoes are just adorable i normally wear a in open toed shoes and these were no exception buy them you wont be sorry
"I'm not sure how JMS sized this. I read the reviews saying it ran big so I ordered a size smaller.  Unfortunately, it was still way too big in the cups. I would say the B that I ordered was more like a D after trying on C and D cups in similar bras. It's going back. It is made well and it seems very comfortable otherwise.",Huge cups,3.0,neutral,im not sure how jms sized this i read the reviews saying it ran big so i ordered a size smaller unfortunately it was still way too big in the cups i would say the b that i ordered was more like a d after trying on c and d cups in similar bras its going back it is made well and it seems very comfortable otherwise
"I did not like these jeans at all and returned them.  The fit, the look, the fabric, none of it was good.",I returned them,1.0,negative,i did not like these jeans at all and returned them the fit the look the fabric none of it was good
This isn't as pretty as I hoped. The clasp is a lobster claw but I don't much care about that. These beads do not have any luster and are dull. The veins look fake.,It's ok,3.0,neutral,this isnt as pretty as i hoped the clasp is a lobster claw but i dont much care about that these beads do not have any luster and are dull the veins look fake
"I wanted to love this shirt.  The color is beautiful, but I am a bit on the larger size and the shirt is tight across the front and too long in the sleeves.  It is made totally to be tucked in with a button gathering it in the back which makes it fit like a gathered skirt in the larger size.  The shirt is also so long that it just looks sloppy on a larger person.  It would be good for the size 3 through 8 group.  I love the color but the fit is totally for very slim women.",Dickies plaid flannel shirt,2.0,negative,i wanted to love this shirt the color is beautiful but i am a bit on the larger size and the shirt is tight across the front and too long in the sleeves it is made totally to be tucked in with a button gathering it in the back which makes it fit like a gathered skirt in the larger size the shirt is also so long that it just looks sloppy on a larger person it would be good for the size through group i love the color but the fit is totally for very slim women
"I do not know what happened to the quality and sizing of Levi's 569's. My husband is extremely picky about his jeans and only wears 569's. The last two times we tried to buy a new set, we were so disappointed with the quality and fit of his beloved number. We picked several different washes, thinking, of course you don't need to try them on, they will fit! This was not the case. Each wash fitted differently and his usual waist size of 32 was huge on him in these ""new"" jeans. What is wrong with Levi's? You can't change the fit of your jeans when people expect a certain standard for ""their"" number that they expect to fit perfectly but then, they DON'T!","Different fit for different washes, what???",3.0,neutral,i do not know what happened to the quality and sizing of levis s my husband is extremely picky about his jeans and only wears s the last two times we tried to buy a new set we were so disappointed with the quality and fit of his beloved number we picked several different washes thinking of course you dont need to try them on they will fit this was not the case each wash fitted differently and his usual waist size of was huge on him in these new jeans what is wrong with levis you cant change the fit of your jeans when people expect a certain standard for their number that they expect to fit perfectly but then they dont
"Looks as if some people paid up to 80$ for this. I paid around 25$ and I feel that is a fair price. Someone said something about it being a weird color? It is black. It is the same faux black leather look you are used to seeing with a nice black satin ribbon. Is this your regular Victorian era corset that will withstand someone with their foot on a wall tightening you into it? No. It is a costume piece, an accessory, a decoration. However, it does support. I matched the stats for a large size based on the chart so I got a large and it fits great! I think you will find that this product looks just like it does in the photos. One warning: I have a 36D bust and I find it somewhat difficult to uh.. how should I say, not trap them under this at least slightly. So be aware if you have a larger bust that this will require more than little ""adjusting"".",No regrets!,5.0,positive,looks as if some people paid up to for this i paid around and i feel that is a fair price someone said something about it being a weird color it is black it is the same faux black leather look you are used to seeing with a nice black satin ribbon is this your regular victorian era corset that will withstand someone with their foot on a wall tightening you into it no it is a costume piece an accessory a decoration however it does support i matched the stats for a large size based on the chart so i got a large and it fits great i think you will find that this product looks just like it does in the photos one warning i have a d bust and i find it somewhat difficult to uh how should i say not trap them under this at least slightly so be aware if you have a larger bust that this will require more than little adjusting
Fantastic item.....so cute and want to wear all the time.  Adoreable and cool. Would defintely recommend to a friend/familyShipping experience very positive...Amazon rocks,Soft and super,5.0,positive,fantastic itemso cute and want to wear all the time adoreable and cool would defintely recommend to a friendfamilyshipping experience very positiveamazon rocks
I love them and you can wear them year round. I love the style .. love the comfort and relaxing .,cant go wrong with army fatigues,4.0,positive,i love them and you can wear them year round i love the style love the comfort and relaxing
I like the wrap a lot. The color is very pretty. I must admit  I have a hard time trying to figure out how it works .When I ordered it I thought it was more like a dress. But it is nice and will come in handy when i'm at the beach.,Beach Cover Up,4.0,positive,i like the wrap a lot the color is very pretty i must admit i have a hard time trying to figure out how it works when i ordered it i thought it was more like a dress but it is nice and will come in handy when im at the beach
Love the fact these never to be ironed. True Docker quality. Just in time for a midwinter cruise. All men's slacks should be made this well.,Easy care,5.0,positive,love the fact these never to be ironed true docker quality just in time for a midwinter cruise all mens slacks should be made this well
good fit but i wore it out while i was at a bar and dancing and it just kept falling down i had to keep going and fixing it. it is very comfy and i love how it feels when i wear it because you cannot tell you have it on but i wish the top was a little more snug instead of streatchy s it wouldn't fall down,good fit but,3.0,neutral,good fit but i wore it out while i was at a bar and dancing and it just kept falling down i had to keep going and fixing it it is very comfy and i love how it feels when i wear it because you cannot tell you have it on but i wish the top was a little more snug instead of streatchy s it wouldnt fall down
quality wise the shirt is fine and would definitely recommend carhartt products to everyone for me personally its just to short i like to be able to tuck my shirts in and i had 2 of the waffle knit henleys 1in 3x tall 1 in 4x that were both plenty long even after washing and drying this one however i did not put in the dryer and it was still to short after washing i hope carhartt will start putting item lenghts when listing their shirts to help me with my ordering i did by a 5x sweatshirt which is barely long enough i would have bought a 5x tall if it was available but i dont see that as being an option on any of their shirts or jackets,to short after wash,3.0,neutral,quality wise the shirt is fine and would definitely recommend carhartt products to everyone for me personally its just to short i like to be able to tuck my shirts in and i had of the waffle knit henleys in x tall in x that were both plenty long even after washing and drying this one however i did not put in the dryer and it was still to short after washing i hope carhartt will start putting item lenghts when listing their shirts to help me with my ordering i did by a x sweatshirt which is barely long enough i would have bought a x tall if it was available but i dont see that as being an option on any of their shirts or jackets
didnt work for my clogs It lasted a few days and then kaboommaybe the black is better?maybe i should ask for a refund?,no glue here,1.0,negative,didnt work for my clogs it lasted a few days and then kaboommaybe the black is bettermaybe i should ask for a refund
I have to agree with some of the other reviewer comments regarding the decline in quality for Levi jeans.  The material seems a lot thinner than the last pair of jeans I purchased.  Besides the flimsy material the jeans didn't fit well either.  I have worn the same size jeans for the past several years.  I would swear the pair I just purchased on Amazon was at least a size too big. I ended up buying the size pair of Lee jeans on Amazon and they fit just right and the quality of material was a lot better.  Lee jeans has a new customer.,Questionable Quality,3.0,neutral,i have to agree with some of the other reviewer comments regarding the decline in quality for levi jeans the material seems a lot thinner than the last pair of jeans i purchased besides the flimsy material the jeans didnt fit well either i have worn the same size jeans for the past several years i would swear the pair i just purchased on amazon was at least a size too big i ended up buying the size pair of lee jeans on amazon and they fit just right and the quality of material was a lot better lee jeans has a new customer
I ordered the skirt and matching jacket. The jackets are smaller than what I expected even as an XXL it was still too small I had to send it back.,VERY NICE!!!!!,3.0,neutral,i ordered the skirt and matching jacket the jackets are smaller than what i expected even as an xxl it was still too small i had to send it back
"Love this set.  It is a terrific value.  You know when you look at it up close, this obviously isn't really leather, but still, a nice looking bag.  The fact that it comes with a companion piece (with its own shoulder strap) is a great bonus.",Great Bags!,5.0,positive,love this set it is a terrific value you know when you look at it up close this obviously isnt really leather but still a nice looking bag the fact that it comes with a companion piece with its own shoulder strap is a great bonus
"This shoe is very classic but way too small...I ordered a 7 my true size and I could barely stick my foot in them, I would order a full size up. These shoes had to go back.",too small,2.0,negative,this shoe is very classic but way too smalli ordered a my true size and i could barely stick my foot in them i would order a full size up these shoes had to go back
I may be expecting to much for the price but I was very disappointed in the quality.  To me they look cheap and feel I get much better quality at the department stores when they have sales for the same price.  I would not do it again.,Stainless Steel Rolo Cable,2.0,negative,i may be expecting to much for the price but i was very disappointed in the quality to me they look cheap and feel i get much better quality at the department stores when they have sales for the same price i would not do it again
"I ordered two Baja Hoodies for my granddaughter for Christmas, expecting them to be two different colors.  Unfortunately, both items were virtually the same.  One was supposed to be in blacks and whites, but this one should have been more vibrant.  Instead, it's only black and white as well.  I understand these vary in color, but the item sent should be at least similar to the one pictured.  I don't know if they will fit as she hasn't received them yet, but she'll be getting both.  I will offer an apology to her for the error in color selection by the seller.",Not The Same as Pictured,3.0,neutral,i ordered two baja hoodies for my granddaughter for christmas expecting them to be two different colors unfortunately both items were virtually the same one was supposed to be in blacks and whites but this one should have been more vibrant instead its only black and white as well i understand these vary in color but the item sent should be at least similar to the one pictured i dont know if they will fit as she hasnt received them yet but shell be getting both i will offer an apology to her for the error in color selection by the seller
"These boots fit very nicely and look great; HOWEVER, the back part of the boot is made in such a way that when you walk the entire foot is forced into the toe bed.  Most uncomfortable and impossible to wear.  They were returned promptly.",improperly made,1.0,negative,these boots fit very nicely and look great however the back part of the boot is made in such a way that when you walk the entire foot is forced into the toe bed most uncomfortable and impossible to wear they were returned promptly
"Pretty cheap-o.  I wish I didn't have to leave more words in the review, because that about says it all. I returned it.",returned,1.0,negative,pretty cheapo i wish i didnt have to leave more words in the review because that about says it all i returned it
"They are a great way to add support to your feet while walking around the house, instead of wearing regular street walking shoes.",Comfortable Shoes,5.0,positive,they are a great way to add support to your feet while walking around the house instead of wearing regular street walking shoes
For the price I was surprised. Over all the metal was good but the stones were only fair. Worth the price tho.,Satisfied,3.0,neutral,for the price i was surprised over all the metal was good but the stones were only fair worth the price tho
"Teva's are usually a well made sandal that usually run a little wide and are usually adjustable.  These aren't.  They are very cute, but they have made them too narrow and have not allowed for adjustment in the top of the foot/toe area.  I will probably return for a different style of TEVA sandal.",Returning because they are too narrow across the toe box area.,3.0,neutral,tevas are usually a well made sandal that usually run a little wide and are usually adjustable these arent they are very cute but they have made them too narrow and have not allowed for adjustment in the top of the foottoe area i will probably return for a different style of teva sandal
"I wont order this products again. Gave it a try...it arrived 1 week after stated. the material is thick, yet cheap. the quality is not fantastic. Not a very yoga pant, it says there is more Lycra-than other brands Ive purchased; however Id actually like to know WHERE did they place it... because It does not seem to actually be IN the MATERIAL. :( I use them as pajamas now; they are comfy, but huge and slouchy.I will stick with the other brands. They have better quality than this one.",the feel like sweatpants :(,3.0,neutral,i wont order this products again gave it a tryit arrived week after stated the material is thick yet cheap the quality is not fantastic not a very yoga pant it says there is more lycrathan other brands ive purchased however id actually like to know where did they place it because it does not seem to actually be in the material i use them as pajamas now they are comfy but huge and slouchyi will stick with the other brands they have better quality than this one
"I bought the Superfeet Berry to use in my running shoes since i have high aches and the green felt funny in the running shoes. I do however prefer the green in my hiking shoes.The Superfeet Berry works great, helps with foot pain and i believe it might be helping me run greater distances since it keeps my aches from becoming tired as fast.",Love these,5.0,positive,i bought the superfeet berry to use in my running shoes since i have high aches and the green felt funny in the running shoes i do however prefer the green in my hiking shoesthe superfeet berry works great helps with foot pain and i believe it might be helping me run greater distances since it keeps my aches from becoming tired as fast
"Great earrings for the price. Needed some new stud earrings after one of my previous ones got lost. I figured I would check online to see what they have. When I saw the price for these, I thought that they must be really cheap looking. After reading the reviews, I gave them a try and they look great! Definitely can not tell they were only a couple bucks!",Nice,5.0,positive,great earrings for the price needed some new stud earrings after one of my previous ones got lost i figured i would check online to see what they have when i saw the price for these i thought that they must be really cheap looking after reading the reviews i gave them a try and they look great definitely can not tell they were only a couple bucks
"Kind of a weird shaped design.  I don't think I'll be wearing this, and for 10 bucks I won't be going through the hassle of returning it.  Its new home will be in the donation bag.",Not a good design,3.0,neutral,kind of a weird shaped design i dont think ill be wearing this and for bucks i wont be going through the hassle of returning it its new home will be in the donation bag
"These did not, in any way, fit as a narrow shoe (I wear a 9.5 N/AA) They were much too big overall.The quality, however looked fine, and the colour would be nice for summer.",Narrow shoes not narrow.,2.0,negative,these did not in any way fit as a narrow shoe i wear a naa they were much too big overallthe quality however looked fine and the colour would be nice for summer
"So I bought this for a client, because of her endowment in relation to her petite size, she needs to find customised bras. This review is for 32C. She was looking for a strapless to use for some of her strapless dress. but i guess there's a limit to size and support. heh. with the straps on, she said its fine and comfortable. without the straps though she felt it not holding as well. maybe if your cup size is smaller ... maybe a B size this would work well for you ...",It does what it has to,3.0,neutral,so i bought this for a client because of her endowment in relation to her petite size she needs to find customised bras this review is for c she was looking for a strapless to use for some of her strapless dress but i guess theres a limit to size and support heh with the straps on she said its fine and comfortable without the straps though she felt it not holding as well maybe if your cup size is smaller maybe a b size this would work well for you
"A little snug, not as I expected. adjusting straps didn't really help still a tight fit; other wise for ano underwire not bad.",No wire brs.,3.0,neutral,a little snug not as i expected adjusting straps didnt really help still a tight fit other wise for ano underwire not bad
This bra has seaming inside that rubbed 4 raw places on my breast after only 4 miles.  The wicking was also less than desirable.  Looks like I have been bitten by something.,Don't recommend,2.0,negative,this bra has seaming inside that rubbed raw places on my breast after only miles the wicking was also less than desirable looks like i have been bitten by something
"My second one so far. I have no complaints about this bra. I like the color, I like the lift, and I love the price.","Good, firm support at a great price.",5.0,positive,my second one so far i have no complaints about this bra i like the color i like the lift and i love the price
"The sports bra fits nicely. It's not too tight or loose. BUT, the seams on the front are not smooth. They are lumpy.",Lumpy Seams,4.0,positive,the sports bra fits nicely its not too tight or loose but the seams on the front are not smooth they are lumpy
